PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate,extraction_date
992,4,4,254,1686,4,2013-09-29T00:00:00.000Z,2013-10-08T00:00:00.000Z,260.1585,20.8127,6.5040,287.4752,2013-10-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
993,4,4,257,1684,4,2013-09-30T00:00:00.000Z,2013-10-09T00:00:00.000Z,45172.0500,3613.7640,1129.3013,49915.1153,2013-10-09T00:00:00.000Z,2025-04-24T15:33:20.534Z
994,4,3,261,1534,4,2013-09-30T00:00:00.000Z,2013-10-09T00:00:00.000Z,254.5830,20.3666,6.3646,281.3142,2013-10-09T00:00:00.000Z,2025-04-24T15:33:20.534Z
995,4,4,251,1614,4,2013-09-30T00:00:00.000Z,2013-10-09T00:00:00.000Z,390.6000,31.2480,9.7650,431.6130,2013-10-09T00:00:00.000Z,2025-04-24T15:33:20.534Z
996,4,4,253,1588,5,2013-09-30T00:00:00.000Z,2013-10-09T00:00:00.000Z,40471.2000,3237.6960,1011.7800,44720.6760,2013-10-09T00:00:00.000Z,2025-04-24T15:33:20.534Z
997,4,4,255,1622,4,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,389.6550,31.1724,9.7414,430.5688,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
998,4,4,256,1632,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,62092.8000,4967.4240,1552.3200,68612.5440,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
999,4,4,252,1608,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,5948.2500,475.8600,148.7063,6572.8163,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1000,4,4,260,1576,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,91117.9500,7289.4360,2277.9488,100685.3348,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1001,4,4,258,1590,1,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,525.0000,42.0000,13.1250,580.1250,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1002,4,4,254,1514,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,281.8935,22.5515,7.0473,311.4923,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1003,4,4,257,1498,4,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,26455.2750,2116.4220,661.3819,29233.0789,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1004,4,3,261,1674,2,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,944.3700,75.5496,23.6093,1043.5289,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1005,4,4,250,1652,4,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,51588.0750,4127.0460,1289.7019,57004.8229,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1006,4,4,253,1578,3,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,62843.5500,5027.4840,1571.0888,69442.1228,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1007,4,4,255,1538,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,37843.5750,3027.4860,946.0894,41817.1504,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1008,4,4,256,1556,4,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,25531.2750,2042.5020,638.2819,28212.0589,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1009,4,4,259,1554,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,688.0860,55.0469,17.2022,760.3351,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1010,4,4,260,1688,4,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,125.7480,10.0598,3.1437,138.9515,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1011,4,4,258,1580,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,150.7905,12.0632,3.7698,166.6235,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1012,4,4,254,1496,5,2013-10-06T00:00:00.000Z,2013-10-15T00:00:00.000Z,279.7830,22.3826,6.9946,309.1602,2013-10-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1013,7,4,259,1586,5,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1014,4,4,260,1500,1,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,418.9500,33.5160,10.4738,462.9398,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1015,4,4,258,1656,4,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,3939.0120,315.1210,98.4753,4352.6083,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1016,4,4,254,1572,1,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,461.7900,36.9432,11.5448,510.2780,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1017,4,4,252,1562,4,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,797.8950,63.8316,19.9474,881.6740,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1018,4,4,261,1662,2,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,37.0755,2.9660,0.9269,40.9684,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1019,4,4,251,1682,4,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,21558.0750,1724.6460,538.9519,23821.6729,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1020,4,4,253,1686,4,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,422.1000,33.7680,10.5525,466.4205,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1021,4,4,255,1684,5,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,86220.7500,6897.6600,2155.5188,95273.9288,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1022,4,4,256,1534,4,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,261.1035,20.8883,6.5276,288.5194,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1023,4,4,259,1614,5,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,428.4000,34.2720,10.7100,473.3820,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1024,5,4,260,1588,5,2013-10-10T00:00:00.000Z,2013-10-19T00:00:00.000Z,40471.2000,3237.6960,1011.7800,44720.6760,2013-10-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
1025,4,4,252,1494,2,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,8847.3000,707.7840,221.1825,9776.2665,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1026,4,4,261,1650,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,171.0765,13.6861,4.2769,189.0395,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1027,4,4,251,1654,4,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,20397.3000,1631.7840,509.9325,22539.0165,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1028,4,4,253,1664,3,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,14628.0750,1170.2460,365.7019,16164.0229,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1029,4,4,255,1678,3,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,58685.5500,4694.8440,1467.1388,64847.5328,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1030,4,4,256,1616,4,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,370.7550,29.6604,9.2689,409.6843,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1031,4,4,259,1492,4,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,501.1965,40.0957,12.5299,553.8221,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1032,4,4,260,1602,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,270.8055,21.6644,6.7701,299.2400,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1033,4,4,258,1540,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,416.7450,33.3396,10.4186,460.5032,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1034,4,4,254,1628,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,34644.2250,2771.5380,866.1056,38281.8686,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1035,4,4,257,1604,4,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,1839.5055,147.1604,45.9876,2032.6535,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1036,4,4,261,1690,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,146.2860,11.7029,3.6572,161.6461,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1037,4,4,251,1566,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,102.5640,8.2051,2.5641,113.3332,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1038,4,4,253,1698,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,150.7905,12.0632,3.7698,166.6235,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1039,4,4,255,1560,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,13669.4250,1093.5540,341.7356,15104.7146,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1040,4,4,256,1692,5,2013-10-13T00:00:00.000Z,2013-10-22T00:00:00.000Z,2934.5400,234.7632,73.3635,3242.6667,2013-10-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
1041,4,4,259,1696,4,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,73377.1500,5870.1720,1834.4288,81081.7508,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1042,4,4,260,1504,1,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,551.8800,44.1504,13.7970,609.8274,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1043,4,4,258,1544,1,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,3176.2500,254.1000,79.4063,3509.7563,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1044,4,4,254,1530,2,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,28072.2750,2245.7820,701.8069,31019.8639,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1045,4,4,257,1508,1,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,37312.2750,2984.9820,932.8069,41230.0639,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1046,4,4,261,1694,1,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,7623.0000,609.8400,190.5750,8423.4150,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1047,4,4,251,1624,2,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,28297.5000,2263.8000,707.4375,31268.7375,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1048,4,4,253,1548,2,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,59.9445,4.7956,1.4986,66.2387,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1049,4,4,252,1598,4,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,598.8780,47.9102,14.9720,661.7602,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1050,4,4,256,1658,5,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1051,4,4,259,1536,4,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,481.8870,38.5510,12.0472,532.4852,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1052,4,4,260,1568,1,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,10631.7750,850.5420,265.7944,11748.1114,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1053,4,4,258,1648,5,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,142.4115,11.3929,3.5603,157.3647,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1054,4,4,254,1646,2,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,28794.1500,2303.5320,719.8538,31817.5358,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1055,4,4,257,1672,4,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,51807.3465,4144.5877,1295.1837,57247.1179,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1056,4,4,261,1600,1,2013-10-14T00:00:00.000Z,2013-10-23T00:00:00.000Z,1276.2750,102.1020,31.9069,1410.2839,2013-10-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
1057,4,4,258,1622,5,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,836.0100,66.8808,20.9003,923.7911,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1058,4,4,254,1632,5,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,62092.8000,4967.4240,1552.3200,68612.5440,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1059,5,4,257,1608,5,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,5948.2500,475.8600,148.7063,6572.8163,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1060,4,4,261,1576,5,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,91117.9500,7289.4360,2277.9488,100685.3348,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1061,4,4,251,1590,1,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,525.0000,42.0000,13.1250,580.1250,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1062,4,4,253,1514,3,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,1721.7900,137.7432,43.0448,1902.5780,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1063,4,4,255,1498,4,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,26455.2750,2116.4220,661.3819,29233.0789,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1064,4,4,256,1674,2,2013-10-15T00:00:00.000Z,2013-10-24T00:00:00.000Z,944.3700,75.5496,23.6093,1043.5289,2013-10-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
1065,4,4,251,1522,1,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,2003.9250,160.3140,50.0981,2214.3371,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1066,4,4,253,1570,2,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,50860.4250,4068.8340,1271.5106,56200.7696,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1067,4,4,255,1516,1,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,454.8600,36.3888,11.3715,502.6203,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1068,4,4,252,1506,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1069,4,4,259,1626,2,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,7132.1250,570.5700,178.3031,7880.9981,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1070,4,4,260,1542,2,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,28343.7000,2267.4960,708.5925,31319.7885,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1071,4,4,258,1610,4,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,22516.7250,1801.3380,562.9181,24880.9811,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1072,4,4,250,1638,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,34644.2250,2771.5380,866.1056,38281.8686,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1073,4,4,257,1582,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,427.9275,34.2342,10.6982,472.8599,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1074,4,3,261,1510,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,143.0415,11.4433,3.5760,158.0608,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1075,4,4,251,1526,2,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,28199.3250,2255.9460,704.9831,31160.2541,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1076,4,4,253,1644,1,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,3713.3250,297.0660,92.8331,4103.2241,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1077,4,4,255,1680,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,63831.0750,5106.4860,1595.7769,70533.3379,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1078,4,4,256,1584,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,16340.3100,1307.2248,408.5078,18056.0426,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1079,5,4,259,1620,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,5711.4750,456.9180,142.7869,6311.1799,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1080,4,4,260,1666,5,2013-10-20T00:00:00.000Z,2013-10-29T00:00:00.000Z,429.3450,34.3476,10.7336,474.4262,2013-10-29T00:00:00.000Z,2025-04-24T15:33:20.534Z
1081,4,4,259,1652,4,2013-10-21T00:00:00.000Z,2013-10-30T00:00:00.000Z,51588.0750,4127.0460,1289.7019,57004.8229,2013-10-30T00:00:00.000Z,2025-04-24T15:33:20.534Z
1082,4,4,260,1578,3,2013-10-21T00:00:00.000Z,2013-10-30T00:00:00.000Z,36122.6250,2889.8100,903.0656,39915.5006,2013-10-30T00:00:00.000Z,2025-04-24T15:33:20.534Z
1083,4,4,258,1538,5,2013-10-21T00:00:00.000Z,2013-10-30T00:00:00.000Z,37843.5750,3027.4860,946.0894,41817.1504,2013-10-30T00:00:00.000Z,2025-04-24T15:33:20.534Z
1084,6,4,254,1556,4,2013-10-21T00:00:00.000Z,2013-10-30T00:00:00.000Z,25531.2750,2042.5020,638.2819,28212.0589,2013-10-30T00:00:00.000Z,2025-04-24T15:33:20.534Z
1085,4,4,257,1554,4,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,1094.7825,87.5826,27.3696,1209.7347,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1086,4,4,261,1688,4,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,125.7480,10.0598,3.1437,138.9515,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1087,4,4,251,1580,5,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,150.7905,12.0632,3.7698,166.6235,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1088,4,4,253,1496,5,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,690.4485,55.2359,17.2612,762.9456,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1089,4,4,252,1494,2,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,8847.3000,707.7840,221.1825,9776.2665,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1090,4,4,256,1650,5,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,171.0765,13.6861,4.2769,189.0395,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1091,4,4,259,1654,4,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,20397.3000,1631.7840,509.9325,22539.0165,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1092,4,4,260,1664,3,2013-10-30T00:00:00.000Z,2013-11-08T00:00:00.000Z,14628.0750,1170.2460,365.7019,16164.0229,2013-11-08T00:00:00.000Z,2025-04-24T15:33:20.534Z
1093,4,4,258,1678,3,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,58685.5500,4694.8440,1467.1388,64847.5328,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1094,5,4,254,1616,4,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,228.1230,18.2498,5.7031,252.0759,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1095,4,4,257,1492,4,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,593.5860,47.4869,14.8397,655.9126,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1096,4,4,261,1602,5,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,1525.2300,122.0184,38.1308,1685.3792,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1097,4,4,251,1540,5,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,776.7900,62.1432,19.4198,858.3530,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1098,4,4,253,1628,5,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,34644.2250,2771.5380,866.1056,38281.8686,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1099,4,4,255,1604,4,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,1839.5055,147.1604,45.9876,2032.6535,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1100,4,4,252,1690,5,2013-11-06T00:00:00.000Z,2013-11-15T00:00:00.000Z,146.2860,11.7029,3.6572,161.6461,2013-11-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
1101,4,4,259,1566,5,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,102.5640,8.2051,2.5641,113.3332,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1102,4,4,260,1698,5,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,150.7905,12.0632,3.7698,166.6235,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1103,4,4,258,1560,5,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,13669.4250,1093.5540,341.7356,15104.7146,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1104,4,3,250,1692,5,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,6444.9000,515.5920,161.1225,7121.6145,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1105,4,4,257,1696,2,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,50860.4250,4068.8340,1271.5106,56200.7696,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1106,4,4,261,1504,1,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,551.8800,44.1504,13.7970,609.8274,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1107,4,4,251,1544,1,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,6987.7500,559.0200,174.6938,7721.4638,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1108,4,4,253,1530,2,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,28072.2750,2245.7820,701.8069,31019.8639,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1109,4,4,255,1508,1,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,37312.2750,2984.9820,932.8069,41230.0639,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1110,4,4,256,1694,1,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,7623.0000,609.8400,190.5750,8423.4150,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1111,4,4,259,1624,2,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,28297.5000,2263.8000,707.4375,31268.7375,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1112,4,4,260,1548,2,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,59.9445,4.7956,1.4986,66.2387,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1113,4,4,258,1598,4,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,339.2550,27.1404,8.4814,374.8768,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1114,4,4,254,1658,5,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1115,4,4,257,1536,4,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,2423.2320,193.8586,60.5808,2677.6714,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1116,4,4,261,1568,2,2013-11-07T00:00:00.000Z,2013-11-16T00:00:00.000Z,29989.5750,2399.1660,749.7394,33138.4804,2013-11-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
1117,4,4,251,1648,5,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,142.4115,11.3929,3.5603,157.3647,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1118,4,4,253,1646,5,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,19236.5250,1538.9220,480.9131,21256.3601,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1119,4,4,255,1672,4,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,693.5985,55.4879,17.3400,766.4264,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1120,4,4,256,1600,1,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,1276.2750,102.1020,31.9069,1410.2839,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1121,4,4,259,1522,1,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,2003.9250,160.3140,50.0981,2214.3371,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1122,5,4,250,1570,2,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,28343.7000,2267.4960,708.5925,31319.7885,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1123,4,4,258,1516,1,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,454.8600,36.3888,11.3715,502.6203,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1124,4,4,254,1506,5,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
1125,4,4,257,1626,2,2013-11-08T00:00:00.000Z,2013-11-17T00:00:00.000Z,7132.1250,570.5700,178.3031,7880.9981,2013-11-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
